method,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,false_directional_decisions,CI_undercoverage,inflated_significance,false_transport,power,abstention,observations
FAMILY_BALANCED,2,1,0.05,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,2,1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,10
FAMILY_BALANCED,2,1,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.75,0.5,6
FAMILY_BALANCED,2,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,2,1,0.2,0.0,0.25,0.0,0.0714285714285714,0.0,0.0,0.8,0.4285714285714286,14
FAMILY_BALANCED,2,1,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,4
FAMILY_BALANCED,2,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_BALANCED,2,1,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_BALANCED,2,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,6
FAMILY_BALANCED,2,1,0.6,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,2,1,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.7142857142857143,14
FAMILY_BALANCED,2,1,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.75,0.25,4
FAMILY_BALANCED,2,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,2,1,0.85,0.0,0.25,0.0,0.19999999999999996,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_BALANCED,2,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_BALANCED,2,1,0.9,0.0,0.03,0.0,0.25,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,2,1,0.9,0.0,0.25,0.0,0.0714285714285714,0.0,0.0,0.6,0.5714285714285714,14
FAMILY_BALANCED,2,1,0.9,0.9,0.25,0.0,0.5,0.0,0.0,0.5,0.5,4
FAMILY_BALANCED,2,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.4,0.75,16
FAMILY_BALANCED,2,3,0.05,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,2,3,0.2,0.0,0.03,0.0,0.16666666666666663,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_BALANCED,2,3,0.2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,2,3,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
FAMILY_BALANCED,2,3,0.45,0.5,0.03,0.0,0.125,0.0,0.0,0.3,0.8125,16
FAMILY_BALANCED,2,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,2,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_BALANCED,2,3,0.6,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,2,3,0.6,0.5,0.03,0.0,0.09999999999999998,0.0,0.0,0.25,0.8,10
FAMILY_BALANCED,2,3,0.85,0.5,0.03,0.0,0.0625,0.0,0.0,0.4,0.75,16
FAMILY_BALANCED,2,3,0.85,0.5,0.1,0.0,0.25,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,2,3,0.9,0.0,0.03,0.0,0.33333333333333337,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_BALANCED,2,3,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,2,3,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
FAMILY_BALANCED,2,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.4285714285714286,14
FAMILY_BALANCED,2,8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_BALANCED,2,8,0.2,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,1.0,0.4285714285714286,14
FAMILY_BALANCED,2,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.5833333333333334,0.5,14
FAMILY_BALANCED,2,8,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_BALANCED,2,8,0.6,0.9,0.1,0.07142857142857142,0.0714285714285714,0.0,0.0,0.625,0.5714285714285714,14
FAMILY_BALANCED,2,8,0.85,0.9,0.1,0.0,0.1428571428571429,0.0,0.0,0.3333333333333333,0.7142857142857143,14
FAMILY_BALANCED,2,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,6
FAMILY_BALANCED,2,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.875,0.5,14
FAMILY_BALANCED,4,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,10
FAMILY_BALANCED,4,1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_BALANCED,4,1,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_BALANCED,4,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,10
FAMILY_BALANCED,4,1,0.2,0.0,0.25,0.1,0.09999999999999998,0.0,0.0,0.8333333333333334,0.4,10
FAMILY_BALANCED,4,1,0.2,0.9,0.1,0.0,0.16666666666666663,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_BALANCED,4,1,0.45,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,4,1,0.45,0.0,0.25,0.16666666666666666,0.33333333333333337,0.0,0.0,0.5,0.5,6
FAMILY_BALANCED,4,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,4,1,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,10
FAMILY_BALANCED,4,1,0.6,0.0,0.25,0.0,0.19999999999999996,0.0,0.0,0.6666666666666666,0.6,10
FAMILY_BALANCED,4,1,0.6,0.9,0.1,0.0,0.16666666666666663,0.0,0.0,1.0,0.33333333333333337,6
FAMILY_BALANCED,4,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,4,1,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,6
FAMILY_BALANCED,4,1,0.85,0.9,0.1,0.0,0.19999999999999996,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,4,1,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.8333333333333334,0.5,10
FAMILY_BALANCED,4,1,0.9,0.0,0.25,0.0,0.09999999999999998,0.0,0.0,0.5,0.7,10
FAMILY_BALANCED,4,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.75,0.5,6
FAMILY_BALANCED,4,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,3,0.05,0.5,0.1,0.0,0.19999999999999996,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,4,3,0.2,0.5,0.03,0.0,0.0625,0.0,0.0,0.7,0.5625,16
FAMILY_BALANCED,4,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,4,3,0.45,0.0,0.03,0.0,0.5,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,3,0.45,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,3,0.45,0.5,0.1,0.0,0.09999999999999998,0.0,0.0,0.875,0.30000000000000004,10
FAMILY_BALANCED,4,3,0.6,0.5,0.03,0.0625,0.125,0.0,0.0,0.5,0.625,16
FAMILY_BALANCED,4,3,0.6,0.5,0.1,0.0,0.25,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,4,3,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,3,0.85,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,4,3,0.85,0.5,0.1,0.0,0.09999999999999998,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,4,3,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.5,0.6875,16
FAMILY_BALANCED,4,3,0.9,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,4,8,0.05,0.5,0.03,0.0,0.19999999999999996,0.0,0.0,0.125,0.9,10
FAMILY_BALANCED,4,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,8,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,8
FAMILY_BALANCED,4,8,0.2,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.75,0.3571428571428571,14
FAMILY_BALANCED,4,8,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
FAMILY_BALANCED,4,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,8,0.45,0.9,0.25,0.0,0.125,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,4,8,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.4285714285714286,14
FAMILY_BALANCED,4,8,0.85,0.5,0.03,0.0,0.0,0.0,0.0,0.75,0.4,10
FAMILY_BALANCED,4,8,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,4,8,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,8
FAMILY_BALANCED,4,8,0.9,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.75,0.3571428571428571,14
FAMILY_BALANCED,6,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,6,1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,1,0.05,0.9,0.1,0.0,0.125,0.0,0.0,0.8333333333333334,0.375,8
FAMILY_BALANCED,6,1,0.05,0.9,0.25,0.0,0.125,0.0,0.0,0.25,0.875,8
FAMILY_BALANCED,6,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.4,10
FAMILY_BALANCED,6,1,0.2,0.0,0.25,0.0,0.16666666666666663,0.0,0.0,0.25,0.8333333333333334,6
FAMILY_BALANCED,6,1,0.2,0.9,0.1,0.0,0.09999999999999998,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_BALANCED,6,1,0.45,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.75,0.4,10
FAMILY_BALANCED,6,1,0.45,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,6,1,0.45,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.75,8
FAMILY_BALANCED,6,1,0.6,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.6666666666666666,0.6,10
FAMILY_BALANCED,6,1,0.6,0.0,0.25,0.0,0.16666666666666663,0.0,0.0,0.75,0.5,6
FAMILY_BALANCED,6,1,0.6,0.9,0.1,0.0,0.19999999999999996,0.0,0.0,0.8333333333333334,0.5,10
FAMILY_BALANCED,6,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
FAMILY_BALANCED,6,1,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,8
FAMILY_BALANCED,6,1,0.85,0.9,0.25,0.0,0.125,0.0,0.0,0.5,0.75,8
FAMILY_BALANCED,6,1,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,10
FAMILY_BALANCED,6,1,0.9,0.0,0.25,0.0,0.16666666666666663,0.0,0.0,0.25,0.8333333333333334,6
FAMILY_BALANCED,6,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,1.0,0.4,10
FAMILY_BALANCED,6,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
FAMILY_BALANCED,6,3,0.05,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,8
FAMILY_BALANCED,6,3,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,3,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
FAMILY_BALANCED,6,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.875,0.30000000000000004,10
FAMILY_BALANCED,6,3,0.45,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
FAMILY_BALANCED,6,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.625,8
FAMILY_BALANCED,6,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,3,0.6,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,6,3,0.6,0.5,0.1,0.0,0.09999999999999998,0.0,0.0,1.0,0.19999999999999996,10
FAMILY_BALANCED,6,3,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
FAMILY_BALANCED,6,3,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.75,8
FAMILY_BALANCED,6,3,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,3,0.9,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,6,3,0.9,0.5,0.1,0.0,0.09999999999999998,0.0,0.0,0.5,0.6,10
FAMILY_BALANCED,6,8,0.05,0.5,0.03,0.0,0.25,0.0,0.0,0.0,1.0,4
FAMILY_BALANCED,6,8,0.05,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,6,8,0.05,0.9,0.25,0.0,0.5,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,8,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,6,8,0.2,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,8,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,8
FAMILY_BALANCED,6,8,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
FAMILY_BALANCED,6,8,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,6,8,0.45,0.9,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,6,8,0.6,0.5,0.03,0.0,0.0,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,6,8,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,8,0.6,0.9,0.25,0.0,0.125,0.0,0.0,0.8333333333333334,0.375,8
FAMILY_BALANCED,6,8,0.85,0.5,0.03,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,6,8,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,6,8,0.85,0.9,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,6,8,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.75,0.4,10
FAMILY_BALANCED,6,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,6,8,0.9,0.9,0.25,0.0,0.125,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,10,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
FAMILY_BALANCED,10,1,0.05,0.0,0.25,0.0,0.2142857142857143,0.0,0.0,0.5,0.6428571428571428,14
FAMILY_BALANCED,10,1,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,4
FAMILY_BALANCED,10,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.875,0.30000000000000004,10
FAMILY_BALANCED,10,1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,10,1,0.2,0.9,0.1,0.0,0.125,0.0,0.0,1.0,0.25,8
FAMILY_BALANCED,10,1,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.25,0.875,8
FAMILY_BALANCED,10,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,10,1,0.45,0.0,0.25,0.0,0.1428571428571429,0.0,0.0,0.3,0.7857142857142857,14
FAMILY_BALANCED,10,1,0.45,0.9,0.25,0.0,0.0,0.0,0.0,0.25,0.75,4
FAMILY_BALANCED,10,1,0.6,0.0,0.03,0.0,0.19999999999999996,0.0,0.0,1.0,0.19999999999999996,10
FAMILY_BALANCED,10,1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,10,1,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
FAMILY_BALANCED,10,1,0.6,0.9,0.25,0.0,0.25,0.0,0.0,0.75,0.625,8
FAMILY_BALANCED,10,1,0.85,0.0,0.03,0.0,0.25,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,10,1,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.7857142857142857,14
FAMILY_BALANCED,10,1,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.25,0.75,4
FAMILY_BALANCED,10,1,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.6,10
FAMILY_BALANCED,10,1,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,10,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.8333333333333334,0.375,8
FAMILY_BALANCED,10,1,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.75,0.625,8
FAMILY_BALANCED,10,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,6
FAMILY_BALANCED,10,3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
FAMILY_BALANCED,10,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.625,0.5,10
FAMILY_BALANCED,10,3,0.2,0.0,0.03,0.1,0.09999999999999998,0.0,0.0,0.25,0.7,10
FAMILY_BALANCED,10,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.75,8
FAMILY_BALANCED,10,3,0.45,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_BALANCED,10,3,0.45,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_BALANCED,10,3,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
FAMILY_BALANCED,10,3,0.6,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.125,0.9,10
FAMILY_BALANCED,10,3,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.625,8
FAMILY_BALANCED,10,3,0.85,0.0,0.03,0.0,0.16666666666666663,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_BALANCED,10,3,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_BALANCED,10,3,0.85,0.5,0.03,0.0,0.09999999999999998,0.0,0.0,0.25,0.8,10
FAMILY_BALANCED,10,3,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,1.0,0.19999999999999996,10
FAMILY_BALANCED,10,3,0.9,0.5,0.1,0.0,0.125,0.0,0.0,0.5,0.75,8
FAMILY_BALANCED,10,8,0.05,0.5,0.1,0.0,0.5,0.0,0.0,0.0,1.0,6
FAMILY_BALANCED,10,8,0.05,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,1.0,0.4285714285714286,14
FAMILY_BALANCED,10,8,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
FAMILY_BALANCED,10,8,0.2,0.5,0.1,0.0,0.25,0.0,0.0,0.6666666666666666,0.5,8
FAMILY_BALANCED,10,8,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
FAMILY_BALANCED,10,8,0.45,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,6
FAMILY_BALANCED,10,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.7142857142857143,14
FAMILY_BALANCED,10,8,0.6,0.5,0.03,0.0,0.25,0.0,0.0,0.5,0.75,4
FAMILY_BALANCED,10,8,0.6,0.5,0.1,0.0,0.125,0.0,0.0,0.6666666666666666,0.5,8
FAMILY_BALANCED,10,8,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
FAMILY_BALANCED,10,8,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.5,6
FAMILY_BALANCED,10,8,0.85,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.625,0.6428571428571428,14
FAMILY_BALANCED,10,8,0.9,0.5,0.03,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_BALANCED,10,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,8
FAMILY_BALANCED,10,8,0.9,0.9,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.05,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.7,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.2,0.0,0.25,0.0,0.0714285714285714,0.0,0.0,0.8,0.4285714285714286,14
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,4
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.16666666666666666,0.9,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,6
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.6,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.7142857142857143,14
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.75,0.25,4
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.7,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.85,0.0,0.25,0.0,0.19999999999999996,0.0,0.0,0.3333333333333333,0.8,10
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.9,0.0,0.03,0.0,0.25,0.0,0.0,1.0,0.5,4
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.6,0.5714285714285714,14
FAMILY_CLUSTER_BOOTSTRAP,2,1,0.9,0.9,0.25,0.0,0.5,0.0,0.0,0.5,0.5,4
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.4,0.75,16
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.05,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.2,0.0,0.03,0.0,0.16666666666666663,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.45,0.5,0.03,0.0,0.125,0.0,0.0,0.3,0.8125,16
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.6,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.6,0.5,0.03,0.0,0.09999999999999998,0.0,0.0,0.25,0.8,10
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.85,0.5,0.03,0.0,0.0625,0.0,0.0,0.4,0.75,16
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.75,4
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.9,0.0,0.03,0.0,0.33333333333333337,0.0,0.0,1.0,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
FAMILY_CLUSTER_BOOTSTRAP,2,3,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.4285714285714286,14
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.2,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,1.0,0.4285714285714286,14
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.5833333333333334,0.5,14
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,6
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.6,0.9,0.1,0.07142857142857142,0.0714285714285714,0.0,0.0,0.625,0.5714285714285714,14
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.85,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.3333333333333333,0.7142857142857143,14
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.5,6
FAMILY_CLUSTER_BOOTSTRAP,2,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.875,0.5,14
FAMILY_CLUSTER_BOOTSTRAP,4,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,10
